,Customer.Lifetime.Value,Coverage,Education,EmploymentStatus,Gender,Income,Location.Code,Marital.Status,Monthly.Premium.Auto,Months.Since.Last.Claim,Months.Since.Policy.Inception,Number.of.Open.Complaints,Number.of.Policies,Policy.Type,Policy,Renew.Offer.Type,Sales.Channel,Total.Claim.Amount,Vehicle.Class,Vehicle.Size
7011,10369.3874,Basic,College,Unemployed,F,0,Suburban,Married,69,35,50,0,2,Corporate Auto,Corporate L2,Offer1,Branch,454.3585,Four-Door Car,3
7014,5201.357604,Extended,Bachelor,Employed,M,67001,Urban,Single,131,7,36,0,1,Personal Auto,Personal L3,Offer3,Web,463.425687,SUV,2
7015,3508.569533,Extended,College,Medical Leave,M,20978,Suburban,Married,98,19,96,1,1,Personal Auto,Personal L2,Offer2,Branch,1176.2788,Four-Door Car,3
7016,10179.71704,Premium,College,Employed,M,88340,Suburban,Married,91,22,31,0,2,Personal Auto,Personal L2,Offer4,Call Center,566.935022,Four-Door Car,3
7019,12375.02163,Basic,Doctor,Unemployed,M,0,Suburban,Single,63,27,2,2,2,Corporate Auto,Personal L1,Offer1,Call Center,503.204804,Four-Door Car,2
7020,17622.1332,Premium,High School or Below,Unemployed,M,0,Suburban,Single,252,31,10,0,3,Corporate Auto,Corporate L2,Offer4,Branch,1814.4,Luxury SUV,2
7021,27789.69235,Extended,Bachelor,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,2
7022,7370.61684,Basic,Bachelor,Employed,F,67871,Rural,Married,61,1,21,0,2,Corporate Auto,Corporate L2,Offer1,Branch,10.475529,Four-Door Car,2
7023,7285.030983,Basic,High School or Below,Employed,M,44788,Suburban,Married,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.031248,Four-Door Car,3
7024,10348.01348,Extended,High School or Below,Employed,M,34244,Suburban,Married,87,14,34,2,2,Personal Auto,Personal L3,Offer1,Branch,417.6,Four-Door Car,2
7025,2736.352663,Basic,College,Disabled,M,17533,Suburban,Married,73,10,1,0,1,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,2
7026,11413.44115,Premium,College,Unemployed,F,0,Suburban,Married,161,3,71,1,9,Personal Auto,Personal L3,Offer1,Branch,772.8,Sports Car,3
7028,3483.630439,Extended,College,Employed,F,42983,Suburban,Married,86,28,18,0,1,Personal Auto,Personal L3,Offer3,Call Center,412.8,Four-Door Car,2
7029,4794.931261,Basic,Bachelor,Employed,F,85756,Rural,Married,119,6,40,0,1,Special Auto,Special L2,Offer1,Agent,114.743547,SUV,2
7030,4254.620669,Basic,High School or Below,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L2,Offer1,Web,292.8,Two-Door Car,3
7031,30286.68586,Basic,Bachelor,Unemployed,M,0,Suburban,Single,115,23,22,0,2,Personal Auto,Personal L1,Offer2,Agent,835.2,Sports Car,2
7032,2550.659053,Basic,College,Employed,F,69230,Urban,Married,63,31,13,0,1,Special Auto,Special L2,Offer3,Agent,283.241868,Four-Door Car,2
7033,8847.444221,Basic,College,Disabled,M,17950,Urban,Married,118,34,24,0,4,Personal Auto,Personal L2,Offer1,Agent,425.489592,SUV,2
7035,7628.749434,Extended,High School or Below,Unemployed,M,0,Suburban,Single,115,7,60,0,8,Personal Auto,Personal L3,Offer1,Agent,835.2,SUV,2
7036,3054.541283,Extended,Bachelor,Unemployed,M,0,Suburban,Single,88,29,19,0,1,Personal Auto,Personal L1,Offer2,Agent,422.4,Four-Door Car,3
7037,9985.366015,Extended,College,Employed,M,36268,Suburban,Single,86,2,22,1,2,Personal Auto,Personal L3,Offer2,Agent,531.164627,Four-Door Car,3
7039,7681.551777,Basic,High School or Below,Employed,M,90043,Urban,Married,63,12,21,0,2,Personal Auto,Personal L3,Offer2,Branch,203.226649,Four-Door Car,2
7040,5330.593183,Extended,High School or Below,Employed,M,84240,Suburban,Divorced,132,10,51,0,1,Personal Auto,Personal L3,Offer3,Branch,633.6,SUV,1
7041,11236.31135,Basic,College,Employed,M,21636,Urban,Married,0,2,24,5,2,Personal Auto,Personal L2,Offer2,Branch,213.587367,Two-Door Car,2
7042,5666.69628,Premium,College,Employed,F,48156,Suburban,Divorced,143,9,20,0,1,Personal Auto,Personal L3,Offer1,Web,686.4,SUV,2
7044,8028.179882,Basic,Master,Employed,M,56482,Suburban,Married,199,4,75,0,1,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury SUV,2
7047,2552.00081,Basic,High School or Below,Employed,F,50201,Rural,Married,64,21,99,0,1,Personal Auto,Personal L3,Offer4,Agent,99.894584,Two-Door Car,2
7049,4362.931238,Premium,College,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L3,Offer2,Branch,528,Four-Door Car,2
7050,2585.206268,Basic,College,Employed,F,28137,Suburban,Married,65,18,50,0,1,Personal Auto,Personal L3,Offer3,Agent,443.44552,Two-Door Car,1
7052,2242.090803,Basic,Bachelor,Retired,F,24910,Suburban,Married,0,6,93,0,1,Personal Auto,Personal L2,Offer4,Call Center,312,Four-Door Car,1
7053,12174.58795,Basic,Bachelor,Employed,M,52797,Rural,Married,104,14,13,1,2,Personal Auto,Personal L3,Offer1,Agent,88.173438,Sports Car,3
7054,4670.047979,Extended,Bachelor,Unemployed,M,0,Suburban,Single,129,15,60,0,1,Corporate Auto,Corporate L2,Offer1,Branch,1353.28906,SUV,2
7060,5322.291688,Extended,College,Unemployed,M,0,Suburban,Divorced,80,29,58,0,8,Personal Auto,Personal L2,Offer1,Branch,486.278557,Four-Door Car,2
7061,29049.71315,Premium,College,Disabled,M,21070,Suburban,Divorced,195,6,47,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,1404,Sports Car,3
7062,5926.729379,Extended,College,Retired,M,23091,Suburban,Married,96,28,90,5,5,Personal Auto,Personal L3,Offer1,Agent,460.8,Four-Door Car,2
7063,21423.63723,Basic,Bachelor,Employed,M,58149,Rural,Divorced,74,27,39,1,2,Personal Auto,Personal L3,Offer1,Agent,68.019973,Four-Door Car,2
7064,5247.852585,Extended,Bachelor,Unemployed,M,0,Suburban,Single,77,0,84,0,3,Personal Auto,Personal L3,Offer1,Branch,554.4,Two-Door Car,2
7065,10677.25385,Extended,College,Employed,F,60642,Rural,Married,91,4,63,0,2,Corporate Auto,Corporate L1,Offer2,Branch,49.451117,Four-Door Car,2
7068,5914.951808,Basic,Bachelor,Employed,F,50217,Suburban,Married,74,18,2,0,9,Personal Auto,Personal L1,Offer2,Web,355.2,Two-Door Car,2
7069,4874.665223,Basic,High School or Below,Employed,M,67467,Suburban,Married,61,4,22,0,9,Personal Auto,Personal L2,Offer4,Branch,365.879938,Two-Door Car,2
7070,18690.34066,Extended,College,Unemployed,M,0,Suburban,Single,124,4,94,0,2,Corporate Auto,Corporate L1,Offer1,Branch,900,Sports Car,3
7071,8161.576876,Basic,High School or Below,Employed,F,73466,Rural,Married,102,2,71,1,6,Personal Auto,Personal L1,Offer3,Call Center,204.74051,SUV,2
7073,23536.74767,Basic,Bachelor,Employed,F,33747,Urban,Married,199,29,95,0,2,Corporate Auto,Corporate L2,Offer3,Branch,832.701335,Luxury Car,2
7074,5075.66267,Basic,High School or Below,Medical Leave,M,23082,Suburban,Married,65,18,90,0,7,Special Auto,Special L3,Offer1,Branch,312,Four-Door Car,1
7075,7809.515468,Extended,College,Employed,F,69161,Urban,Married,97,19,71,0,8,Personal Auto,Personal L3,Offer3,Agent,341.431343,Four-Door Car,2
7076,4772.931526,Extended,High School or Below,Employed,M,54054,Urban,Single,0,31,83,0,1,Personal Auto,Personal L3,Offer3,Branch,442.521087,SUV,2
7077,7804.597655,Premium,High School or Below,Unemployed,F,0,Suburban,Single,106,4,37,0,6,Personal Auto,Personal L2,Offer3,Agent,684,Two-Door Car,2
7079,3528.044252,Extended,Doctor,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,2
7081,10541.10977,Premium,Doctor,Employed,F,59965,Suburban,Married,131,7,54,0,7,Personal Auto,Personal L2,Offer1,Branch,905.030448,SUV,2
7082,4739.297046,Basic,College,Unemployed,F,0,Rural,Married,76,28,55,5,3,Personal Auto,Personal L3,Offer1,Agent,38.792481,Two-Door Car,2
7083,7308.433864,Extended,College,Employed,M,31115,Suburban,Married,92,21,20,0,3,Personal Auto,Personal L1,Offer3,Agent,441.6,Four-Door Car,2
7085,8306.550901,Basic,College,Employed,F,45257,Urban,Single,103,11,52,0,3,Personal Auto,Personal L2,Offer3,Call Center,418.864555,Four-Door Car,2
7086,6595.101921,Premium,Bachelor,Unemployed,M,0,Suburban,Single,105,2,38,0,7,Personal Auto,Personal L3,Offer1,Web,847.717402,Four-Door Car,2
7088,26113.36,Basic,Bachelor,Employed,M,55705,Urban,Married,0,3,67,0,2,Personal Auto,Personal L3,Offer3,Branch,267.214383,Four-Door Car,2
7089,24061.11048,Basic,High School or Below,Medical Leave,F,19168,Suburban,Married,106,12,54,1,2,Personal Auto,Personal L1,Offer1,Branch,508.8,SUV,2
7090,4995.211519,Basic,College,Employed,M,75090,Rural,Married,63,9,31,1,6,Corporate Auto,Corporate L3,Offer4,Call Center,7.069583,Four-Door Car,2
7094,2195.295372,Basic,Bachelor,Unemployed,M,0,Urban,Divorced,61,6,30,3,1,Corporate Auto,Corporate L2,Offer1,Branch,199.551735,Four-Door Car,2
7095,21172.38983,Extended,High School or Below,Unemployed,M,0,Suburban,Married,82,24,86,0,2,Personal Auto,Personal L2,Offer2,Branch,588.269018,Four-Door Car,2
7099,5875.038074,Basic,College,Employed,F,46417,Suburban,Divorced,73,33,4,0,9,Personal Auto,Personal L3,Offer2,Call Center,350.4,Two-Door Car,1
7101,6889.6161,Extended,Bachelor,Employed,F,30814,Suburban,Married,87,8,96,0,3,Personal Auto,Personal L1,Offer2,Branch,417.6,Four-Door Car,2
7104,4904.462754,Basic,Master,Disabled,F,27593,Urban,Married,0,31,78,0,6,Corporate Auto,Corporate L3,Offer1,Agent,241.232198,Two-Door Car,2
7105,2514.59196,Basic,High School or Below,Employed,F,43860,Rural,Single,65,15,58,0,1,Personal Auto,Personal L2,Offer2,Agent,156.124914,Four-Door Car,2
7106,3858.867206,Basic,High School or Below,Unemployed,F,0,Suburban,Married,107,15,58,1,1,Personal Auto,Personal L3,Offer3,Agent,513.6,SUV,2
7107,3756.63877,Basic,College,Unemployed,F,0,Suburban,Married,108,32,49,3,1,Personal Auto,Personal L2,Offer2,Agent,718.383,SUV,2
7108,5528.212807,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16,31,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,2
7109,6273.911874,Extended,College,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L2,Offer1,Branch,412.8,Four-Door Car,2
7110,2846.645431,Basic,Bachelor,Employed,F,66880,Suburban,Married,71,7,54,0,1,Personal Auto,Personal L3,Offer4,Branch,340.8,Four-Door Car,2
7111,8861.482361,Basic,Bachelor,Employed,M,45600,Suburban,Divorced,113,17,58,0,9,Personal Auto,Personal L2,Offer1,Agent,721.241935,Sports Car,2
7114,20766.66918,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,9,28,2,2,Personal Auto,Personal L3,Offer3,Call Center,350.4,Two-Door Car,2
7115,51337.90677,Premium,College,Employed,F,72794,Rural,Single,164,3,47,1,2,Personal Auto,Personal L2,Offer1,Web,50.454459,SUV,1
7117,3011.766294,Extended,College,Employed,M,77912,Suburban,Divorced,76,5,40,0,1,Personal Auto,Personal L3,Offer4,Agent,444.027215,Two-Door Car,3
7118,5917.466603,Premium,High School or Below,Unemployed,M,0,Suburban,Single,169,31,77,0,1,Personal Auto,Personal L3,Offer4,Agent,1207.084251,SUV,2
7119,9486.596417,Extended,Bachelor,Employed,F,42240,Rural,Married,79,25,10,0,2,Personal Auto,Personal L3,Offer3,Agent,46.386546,Four-Door Car,2
7120,14713.52329,Extended,High School or Below,Unemployed,M,0,Suburban,Single,85,4,18,0,2,Personal Auto,Personal L2,Offer1,Branch,877.034575,Four-Door Car,2
7121,5292.202092,Basic,College,Employed,M,67899,Suburban,Married,66,5,31,1,6,Corporate Auto,Corporate L3,Offer3,Agent,316.8,Four-Door Car,2
7122,8018.503854,Basic,Bachelor,Employed,F,58843,Urban,Single,68,1,96,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,200.490816,Two-Door Car,1
7123,2910.317298,Extended,High School or Below,Medical Leave,M,12048,Suburban,Married,77,6,46,0,1,Corporate Auto,Corporate L1,Offer2,Agent,369.6,Four-Door Car,1
7124,3687.169374,Extended,Master,Unemployed,F,0,Urban,Married,99,5,68,1,1,Personal Auto,Corporate L2,Offer1,Agent,378.261483,Four-Door Car,2
7125,2916.380797,Basic,Master,Employed,M,85210,Urban,Married,72,4,50,1,1,Personal Auto,Personal L3,Offer4,Web,320.486645,Four-Door Car,1
7126,2787.539793,Basic,Bachelor,Employed,F,34717,Urban,Single,72,1,2,0,1,Personal Auto,Personal L3,Offer1,Web,180.667969,Four-Door Car,1
7129,19079.09518,Basic,Master,Employed,F,74028,Suburban,Married,117,4,86,0,2,Special Auto,Corporate L3,Offer1,Agent,561.6,SUV,3
7132,9095.744565,Premium,High School or Below,Unemployed,F,0,Suburban,Single,256,30,32,0,1,Personal Auto,Personal L3,Offer3,Agent,1943.772393,Luxury Car,2
7134,23207.26972,Basic,High School or Below,Employed,F,59821,Urban,Single,112,16,21,1,2,Personal Auto,Personal L2,Offer1,Web,377.385724,SUV,2
7135,7269.338677,Extended,College,Employed,M,20407,Rural,Married,95,33,6,2,8,Corporate Auto,Corporate L2,Offer1,Call Center,36.97749,Four-Door Car,2
7136,4601.913754,Basic,High School or Below,Employed,F,37308,Suburban,Married,115,2,51,0,1,Personal Auto,Personal L2,Offer1,Web,552,SUV,2
7137,5192.355227,Basic,Bachelor,Employed,F,23059,Suburban,Married,66,22,55,0,3,Personal Auto,Personal L3,Offer2,Web,372.430947,Two-Door Car,2
7138,5498.753121,Extended,Bachelor,Employed,F,60668,Urban,Married,138,18,92,0,1,Corporate Auto,Personal L3,Offer3,Branch,553.699596,SUV,2
7139,3259.885006,Extended,College,Employed,M,52782,Suburban,Married,85,20,61,4,1,Personal Auto,Personal L3,Offer1,Agent,541.093963,Four-Door Car,3
7141,6943.741598,Extended,High School or Below,Unemployed,F,0,Suburban,Single,76,4,43,5,2,Corporate Auto,Special L2,Offer1,Agent,547.2,Four-Door Car,1
7143,4623.624811,Basic,High School or Below,Employed,M,66161,Suburban,Married,114,21,90,0,1,Personal Auto,Personal L3,Offer2,Branch,547.2,SUV,3
7144,2243.473907,Basic,Bachelor,Unemployed,F,0,Suburban,Single,62,21,5,0,1,Personal Auto,Personal L3,Offer1,Web,453.6,Four-Door Car,2
7145,5616.845326,Basic,Bachelor,Employed,F,39507,Urban,Married,71,21,2,0,4,Personal Auto,Personal L2,Offer4,Web,325.009146,Two-Door Car,1
7146,11631.87866,Premium,College,Unemployed,F,0,Suburban,Married,152,8,94,0,7,Personal Auto,Personal L3,Offer1,Branch,1082.814636,SUV,2
7147,5004.135361,Basic,Master,Employed,F,39161,Urban,Married,63,18,56,5,3,Personal Auto,Personal L2,Offer2,Agent,294.502382,Four-Door Car,2
7148,7786.676381,Basic,High School or Below,Unemployed,F,0,Suburban,Single,69,28,48,0,2,Personal Auto,Personal L2,Offer2,Web,744.026708,Four-Door Car,2
7149,4720.608872,Basic,College,Employed,F,26277,Suburban,Single,61,17,30,0,4,Personal Auto,Personal L2,Offer3,Branch,292.8,Four-Door Car,2
7151,3580.076125,Extended,Bachelor,Employed,F,71176,Urban,Married,91,3,62,2,1,Personal Auto,Personal L2,Offer2,Web,278.072755,Two-Door Car,2
7152,19363.52743,Basic,Bachelor,Employed,M,49945,Rural,Married,70,21,65,0,2,Personal Auto,Personal L2,Offer2,Call Center,50.40447,Four-Door Car,1
7153,8569.422637,Basic,Bachelor,Employed,F,99803,Urban,Married,71,1,67,0,2,Personal Auto,Personal L2,Offer2,Call Center,189.143402,Four-Door Car,3
7154,12682.25069,Basic,High School or Below,Employed,M,40117,Suburban,Married,0,4,86,0,2,Personal Auto,Personal L1,Offer3,Web,632.244063,SUV,2
7155,17441.6378,Basic,College,Employed,M,41418,Suburban,Divorced,112,10,64,3,2,Corporate Auto,Corporate L3,Offer2,Agent,542.4,SUV,3
7156,4709.52218,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,17,29,0,3,Personal Auto,Personal L1,Offer1,Agent,470.576119,Four-Door Car,3
7157,6503.397049,Extended,High School or Below,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Personal Auto,Personal L1,Offer1,Agent,451.670309,Two-Door Car,3
7160,9256.918609,Basic,College,Disabled,F,21947,Suburban,Married,118,30,76,0,9,Personal Auto,Personal L3,Offer1,Call Center,566.4,SUV,1
7161,31934.62164,Basic,Bachelor,Employed,F,56516,Suburban,Married,199,26,46,0,2,Personal Auto,Personal L3,Offer2,Call Center,955.2,Luxury SUV,2
7162,3086.722253,Extended,High School or Below,Employed,F,92147,Urban,Married,77,25,27,2,1,Personal Auto,Personal L2,Offer1,Agent,278.4815,Four-Door Car,2
7165,9521.222806,Extended,College,Employed,M,27769,Rural,Married,121,24,78,0,6,Special Auto,Special L3,Offer4,Agent,123.15416,SUV,3
7166,4198.030023,Basic,Bachelor,Employed,M,39913,Urban,Married,0,16,61,0,1,Personal Auto,Personal L3,Offer1,Agent,344.765129,SUV,3
7170,2242.244448,Basic,College,Unemployed,M,0,Rural,Divorced,65,18,48,0,1,Personal Auto,Personal L3,Offer1,Call Center,85.612463,Four-Door Car,2
7171,13931.35067,Basic,College,Employed,M,28432,Suburban,Married,117,1,31,0,2,Corporate Auto,Corporate L3,Offer4,Branch,612.300581,SUV,3
7172,4477.45201,Basic,Bachelor,Medical Leave,M,18505,Suburban,Married,67,21,13,0,3,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,3
7173,14429.89284,Basic,High School or Below,Unemployed,M,0,Suburban,Married,198,4,31,0,9,Personal Auto,Personal L2,Offer4,Agent,962.159318,Luxury Car,3
7174,5977.410465,Extended,Bachelor,Employed,F,25320,Urban,Married,76,10,70,0,8,Personal Auto,Personal L3,Offer1,Agent,269.065636,Four-Door Car,1
7175,4984.618655,Basic,Bachelor,Employed,M,86305,Rural,Married,0,1,99,0,5,Personal Auto,Personal L2,Offer2,Call Center,80.73124,Four-Door Car,2
7176,3554.845264,Extended,Master,Employed,F,58557,Rural,Married,88,4,83,0,1,Personal Auto,Personal L2,Offer1,Branch,55.510526,Four-Door Car,1
7178,6140.242989,Basic,Bachelor,Employed,F,61139,Rural,Married,76,30,19,0,9,Personal Auto,Personal L3,Offer1,Agent,64.546877,Four-Door Car,2
7179,11533.96706,Extended,College,Employed,M,85339,Urban,Married,95,6,43,0,2,Personal Auto,Personal L1,Offer3,Agent,392.7457,Four-Door Car,3
7180,3907.028747,Premium,Bachelor,Employed,F,25927,Suburban,Married,107,11,61,0,1,Corporate Auto,Personal L2,Offer4,Agent,616.005527,Four-Door Car,3
7181,8178.235107,Basic,College,Employed,F,29057,Suburban,Married,102,22,24,0,3,Corporate Auto,Corporate L3,Offer2,Agent,489.6,SUV,2
7182,4456.016549,Premium,Master,Employed,F,29550,Rural,Single,114,16,70,0,1,Corporate Auto,Corporate L3,Offer1,Web,118.750512,Two-Door Car,2
7183,21740.02913,Extended,Bachelor,Employed,F,22955,Suburban,Married,97,0,92,0,2,Personal Auto,Personal L3,Offer3,Web,456,Four-Door Car,1
7184,2864.820306,Basic,Bachelor,Unemployed,M,0,Suburban,Single,109,2,8,4,1,Personal Auto,Personal L2,Offer3,Call Center,1145.746845,SUV,3
7185,3954.344534,Basic,Bachelor,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.080276,Sports Car,1
7186,4013.959621,Extended,Doctor,Employed,F,93284,Suburban,Married,99,7,26,0,1,Personal Auto,Personal L3,Offer3,Web,475.2,Two-Door Car,2
7187,5948.98896,Basic,High School or Below,Employed,F,87747,Suburban,Single,74,23,9,0,8,Special Auto,Special L3,Offer2,Call Center,350.4,Four-Door Car,2
7188,9902.392683,Extended,Bachelor,Unemployed,F,0,Suburban,Married,133,4,58,0,8,Personal Auto,Personal L2,Offer1,Call Center,945.169882,SUV,2
7189,4185.757242,Basic,College,Unemployed,M,0,Suburban,Single,64,0,56,0,3,Corporate Auto,Corporate L1,Offer2,Call Center,492.644465,Four-Door Car,3
7191,2353.179121,Basic,Bachelor,Unemployed,F,0,Suburban,Single,66,11,73,0,1,Corporate Auto,Personal L3,Offer1,Agent,501.153571,Four-Door Car,2
7194,5049.765309,Basic,Bachelor,Retired,F,10180,Suburban,Married,65,17,99,0,4,Corporate Auto,Corporate L2,Offer1,Branch,455.654032,Two-Door Car,2
7195,16798.85832,Basic,College,Unemployed,M,0,Suburban,Single,73,22,5,0,2,Personal Auto,Personal L2,Offer2,Branch,326.4,Two-Door Car,1
7198,2395.57,Basic,Doctor,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,2
7199,27643.23508,Extended,Master,Employed,F,63401,Rural,Married,113,21,15,0,2,Personal Auto,Personal L3,Offer3,Agent,52.336233,SUV,2
7200,21423.63723,Basic,Bachelor,Employed,F,44342,Urban,Married,62,15,51,0,2,Personal Auto,Personal L2,Offer1,Agent,288.572108,Four-Door Car,2
7201,8197.197078,Basic,High School or Below,Employed,M,66140,Rural,Married,0,3,98,0,3,Corporate Auto,Personal L3,Offer3,Web,190.998822,SUV,2
7202,5447.809042,Basic,High School or Below,Unemployed,F,0,Suburban,Married,73,17,15,0,3,Personal Auto,Personal L2,Offer3,Agent,350.4,Four-Door Car,2
7203,5229.68034,Basic,High School or Below,Medical Leave,F,26540,Suburban,Divorced,69,13,65,1,5,Personal Auto,Personal L1,Offer2,Call Center,331.2,Four-Door Car,2
7206,4035.769432,Premium,Bachelor,Unemployed,M,0,Suburban,Married,112,6,73,0,1,Personal Auto,Personal L1,Offer3,Call Center,537.6,Four-Door Car,2
7208,12836.00951,Premium,High School or Below,Unemployed,M,0,Suburban,Married,116,6,28,0,2,Personal Auto,Personal L2,Offer3,Agent,835.2,Two-Door Car,2
7209,10839.50749,Extended,College,Medical Leave,F,26367,Rural,Married,139,7,26,0,3,Personal Auto,Personal L2,Offer1,Branch,105.991559,SUV,3
7210,7995.441263,Basic,Bachelor,Employed,F,29066,Suburban,Married,0,2,86,0,2,Personal Auto,Personal L2,Offer1,Web,345.6,Four-Door Car,2
7213,5733.213979,Basic,High School or Below,Employed,F,79955,Rural,Married,71,10,5,0,6,Personal Auto,Personal L3,Offer1,Agent,142.932303,Four-Door Car,1
7215,9029.71466,Basic,College,Unemployed,M,0,Rural,Married,77,1,96,0,2,Corporate Auto,Corporate L3,Offer3,Branch,154.987759,Two-Door Car,2
7217,3220.775528,Extended,High School or Below,Unemployed,F,0,Suburban,Single,89,35,28,0,1,Personal Auto,Personal L2,Offer1,Call Center,655.2,Two-Door Car,3
7218,2269.841123,Basic,College,Unemployed,M,0,Suburban,Single,68,22,43,0,1,Personal Auto,Personal L3,Offer4,Agent,542.016902,Four-Door Car,2
7219,2242.574431,Basic,Bachelor,Unemployed,F,0,Suburban,Single,63,31,99,0,1,Corporate Auto,Corporate L3,Offer1,Agent,453.6,Two-Door Car,2
7220,4531.675269,Extended,Bachelor,Unemployed,F,0,Suburban,Single,126,19,39,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,907.2,SUV,2
7221,29232.69297,Premium,High School or Below,Medical Leave,M,28613,Suburban,Single,114,17,8,0,2,Personal Auto,Personal L2,Offer1,Agent,820.8,Four-Door Car,3
7222,4089.429492,Basic,College,Employed,M,28506,Suburban,Married,104,27,37,0,1,Personal Auto,Personal L1,Offer2,Agent,499.2,SUV,3
7223,5131.360525,Extended,Bachelor,Employed,M,50994,Urban,Married,128,16,48,0,1,Corporate Auto,Corporate L3,Offer2,Web,346.387342,SUV,2
7224,6285.305195,Basic,High School or Below,Unemployed,M,0,Suburban,Married,83,34,87,0,5,Corporate Auto,Corporate L3,Offer2,Branch,588.269018,Four-Door Car,2
7225,2448.811216,Basic,Bachelor,Employed,F,87802,Urban,Married,63,2,43,0,1,Personal Auto,Personal L2,Offer2,Agent,173.899238,Four-Door Car,3
7226,7680.748159,Basic,College,Employed,F,66795,Urban,Married,64,14,71,0,2,Personal Auto,Personal L3,Offer3,Web,238.032027,Four-Door Car,2
7227,6819.23119,Basic,Bachelor,Unemployed,M,0,Suburban,Single,191,22,62,2,1,Personal Auto,Personal L2,Offer3,Agent,1621.560425,Luxury Car,2
7228,5096.673223,Basic,Master,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Corporate Auto,Corporate L3,Offer1,Agent,312,Four-Door Car,3
7229,4723.449803,Basic,Bachelor,Employed,F,29193,Suburban,Married,61,0,47,3,9,Corporate Auto,Corporate L3,Offer3,Branch,292.8,Four-Door Car,2
7231,4605.036646,Basic,Bachelor,Unemployed,M,0,Suburban,Married,66,20,13,0,5,Personal Auto,Personal L3,Offer1,Call Center,366.212945,Four-Door Car,3
7233,3508.569533,Extended,College,Medical Leave,M,20978,Suburban,Married,98,19,96,1,1,Special Auto,Special L3,Offer2,Branch,1176.2788,Four-Door Car,3
7234,41787.90343,Premium,High School or Below,Medical Leave,M,17774,Suburban,Married,119,23,59,0,2,Personal Auto,Personal L2,Offer1,Web,580.8,Four-Door Car,3
7236,4425.905071,Basic,High School or Below,Employed,M,34549,Suburban,Married,112,11,39,0,1,Corporate Auto,Corporate L3,Offer4,Agent,537.6,SUV,3
7238,2220.187426,Basic,College,Unemployed,M,0,Suburban,Married,62,11,52,2,1,Personal Auto,Personal L2,Offer1,Branch,311.506082,Four-Door Car,2
7239,6768.997027,Extended,Bachelor,Employed,F,77001,Suburban,Single,85,4,58,0,3,Special Auto,Special L3,Offer2,Call Center,408,Four-Door Car,2
7241,24337.38181,Extended,High School or Below,Unemployed,M,0,Suburban,Single,85,5,15,1,2,Personal Auto,Personal L2,Offer2,Agent,612,Four-Door Car,2
7242,14031.70314,Basic,Bachelor,Employed,M,58092,Urban,Married,72,7,56,1,2,Personal Auto,Personal L2,Offer2,Branch,202.24202,Two-Door Car,2
7244,6047.02516,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L2,Offer1,Branch,364.8,Four-Door Car,2
7245,5686.915259,Basic,College,Employed,F,77601,Rural,Divorced,72,6,27,0,6,Personal Auto,Personal L1,Offer3,Branch,29.209521,Two-Door Car,2
7247,2464.707849,Basic,College,Employed,F,31056,Suburban,Divorced,63,5,46,0,1,Personal Auto,Personal L2,Offer3,Agent,302.4,Four-Door Car,2
7248,3102.789546,Extended,High School or Below,Employed,F,21235,Urban,Married,79,18,56,0,1,Personal Auto,Personal L2,Offer4,Agent,244.23135,Two-Door Car,2
7252,6784.89369,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,7,5,1,2,Personal Auto,Personal L2,Offer1,Call Center,460.8,Four-Door Car,1
7254,2925.726685,Basic,College,Employed,F,30752,Suburban,Married,73,2,37,0,1,Personal Auto,Personal L3,Offer4,Call Center,400.294003,Four-Door Car,3
7255,6120.185345,Extended,College,Medical Leave,F,23843,Urban,Married,79,1,42,0,5,Personal Auto,Personal L3,Offer3,Branch,344.693511,Four-Door Car,2
7256,43026.52149,Basic,Master,Employed,M,59349,Rural,Married,119,15,41,0,2,Personal Auto,Personal L3,Offer2,Web,222.032326,SUV,2
