,Country,MIN_AGE,MAX_AGE,NumHouseChildren,NumMaleChildrenHousehold,NumFemaleChildrenHousehold,Units,Units7,Units30,Units90,Units180,Units360,FrequencyLF,FrequencyApp,FreqGamePlay,FrequencyLF7,FrequencyApp7,FreqGamePlay7,FrequencyLF30,FrequencyApp30,FreqGamePlay30,FrequencyLF90,FrequencyApp90,FreqGamePlay90,FrequencyLF180,FrequencyApp180,FreqGamePlay180,FrequencyLF360,FrequencyApp360,FreqGamePlay360,TotalRevenueGenerated,Revenue7,Revenue30,Revenue90,Revenue180,Revenue360,TotalTimeGamePlay,TotalTimeGamePlay7,TotalTimeGamePlay30,TotalTimeGamePlay90,TotalTimeGamePlay180,TotalTimeGamePlay360,NumGamesBought,NumGamesPlayed,NumGamesPlayed7,NumGamesPlayed30,NumGamesPlayed90,NumGamesPlayed180,NumGamesPlayed360,RecencyApp,RecencyApp7,RecencyApp30,RecencyApp90,RecencyApp180,RecencyApp360,RecencyLF,RecencyLF7,RecencyLF30,RecencyLF90,RecencyLF180,RecencyLF360,Recencydown,Recencydown7,Recencydown30,Recencydown90,Recencydown180,Recencydown360,maxRecencyCum,minRecencyCum,maxRecencyCum7,minRecencyCum7,maxRecencyCum30,minRecencyCum30,maxRecencyCum90,minRecencyCum90,maxRecencyCum180,minRecencyCum180,maxRecencyCum360,minRecencyCum360,FavSourceBin,FavChannelBin,FavChannel7Bin,FavSource7Bin,FavChannel30Bin,FavSource30Bin,FavChannel90Bin,FavSource90Bin,FavChannel180Bin,FavSource180Bin,FavChannel360Bin,FavSource360Bin,FavGameBin,FavGame7Bin,FavGame30Bin,FavGame90Bin,FavGame180Bin,FavGame360Bin,StrengthOfFavoriteGame,TenureDays
Recencydown180,-0.028087298,0.003661831,0.024016918,0.08888127,0.036756401,0.061167898,0.098221623,0.245976422,0.330698157,0.320095455,0.301498048,0.199241141,0.002280397,0.100136314,0.078101267,0.039198454,0.231651156,0.066250539,0.058953314,0.319973007,0.09731737,0.053066184,0.31860688,0.119231828,0.050825912,0.298921711,0.111132876,0.006559077,0.210028617,0.114633345,0.072565244,0.233181312,0.30498194,0.276829999,0.268215793,0.11407691,0.062097918,0.034421614,0.039977756,0.054153383,0.060535154,0.067696365,0.100136314,0.112615333,0.082427083,0.141596394,0.156777459,0.153443278,0.140531293,0.203953251,0.25658483,0.323629522,0.345169673,0.34207019,0.307565423,0.062037893,0.036247833,0.069728066,0.087113689,0.089791022,0.085673366,0.143682417,0.771080856,0.958211975,0.998479434,1,0.838915806,0.244792985,0.073798577,0.530062761,0.503837555,0.620773996,0.549839744,0.624100047,0.514753644,0.593253385,0.471427026,0.49283477,0.353912271,0.05647898,-0.024471483,-0.235738801,-0.246971283,-0.286507619,-0.312957228,-0.281018037,-0.327121767,-0.26326422,-0.331125412,-0.169259765,-0.269142055,0.046804618,-0.163255598,-0.171388186,-0.129473577,-0.095535932,-0.033840863,0.044530916,-0.087582067
Recencydown360,-0.031632782,-0.00400021,0.015284488,0.075415636,0.027413885,0.055738598,0.076825328,0.21569799,0.28711947,0.268710096,0.249071692,0.146475938,0.000718643,0.077662541,0.055031635,0.038293053,0.200474417,0.034590995,0.056237681,0.272927507,0.077691125,0.046942714,0.264342616,0.092908184,0.04458397,0.244937536,0.082664149,0.006196375,0.152792613,0.079732658,0.05545979,0.205805216,0.263915672,0.230885899,0.218036424,0.082647182,0.055540237,0.039191106,0.043303194,0.058721432,0.063243553,0.070479881,0.077662541,0.080671747,0.057697777,0.10841696,0.120232152,0.11469241,0.098460696,0.170563066,0.220327179,0.281660179,0.302916632,0.295753397,0.286220209,0.053758993,0.035780565,0.06263818,0.07410976,0.07689113,0.072674676,0.155747109,0.634507371,0.800518093,0.836996331,0.838915806,1,0.211450638,0.070741976,0.43683723,0.413176765,0.519415894,0.459797481,0.523096436,0.438253228,0.497476243,0.401831778,0.509570068,0.435585033,0.052006241,-0.015383994,-0.196938746,-0.207550119,-0.243726917,-0.267910217,-0.240012354,-0.28028027,-0.223556334,-0.282612437,-0.13958715,-0.220737828,0.035469952,-0.135928977,-0.151313323,-0.121751961,-0.091744239,-0.038048125,0.032231896,-0.077386397
maxRecencyCum,1.85E-05,0.014750031,0.015850141,0.058268666,0.021996825,0.042235785,-0.031145625,0.255409059,0.345176374,0.382919599,0.368071332,0.222033418,0.136952113,-0.071694437,0.072752604,0.129044096,0.21506818,0.089527753,0.209667075,0.278420626,0.12944127,0.259550951,0.318594391,0.169850729,0.27440039,0.308035687,0.163880174,0.16472218,0.165682412,0.159375095,0.050679774,0.249563166,0.344263579,0.381215164,0.3727875,0.199739168,0.028202756,0.026793819,0.036110916,0.03862216,0.045946414,0.044569324,-0.071694437,0.106133516,0.107066968,0.178283299,0.20931059,0.204621693,0.184616842,0.795789592,0.281870591,0.392925006,0.478915836,0.548062144,0.643315726,0.379872338,0.14936921,0.254633393,0.335870328,0.367823358,0.42024702,0.123505717,0.178389965,0.231963678,0.243919745,0.244792985,0.211450638,1,0.282063585,0.312195891,0.307704497,0.430416671,0.422293594,0.518411496,0.503880646,0.580082486,0.573958448,0.693856371,0.496871719,0.089563951,0.136960367,NA,-0.311972417,NA,-0.383467103,NA,-0.457949977,NA,-0.50063592,-0.347234603,-0.444532775,0.057476845,-0.172938352,-0.178027362,-0.157320505,-0.129579961,-0.047068614,0.053137942,-0.433785355
minRecencyCum,-0.038290289,0.019131275,0.016104393,0.001855021,-0.009096351,0.011306983,-0.235184396,0.068639786,0.077731502,0.072078012,0.064835952,0.083120745,0.014830017,-0.232525459,-0.154238643,0.012989181,0.059929104,0.019587232,0.017066714,0.072641544,0.03684379,0.022656054,0.068594229,0.029527883,0.029804678,0.060185074,0.01991228,0.03957139,0.072845465,0.010873011,-0.149861709,0.064522026,0.070762203,0.06449733,0.062167971,0.069661181,-0.029241683,0.002944386,0.005238869,0.007847608,0.007300936,0.009121057,-0.232525459,-0.160637366,0.011395978,0.018895388,0.015001608,0.005982275,-0.006189117,0.530092696,0.099679992,0.131527435,0.147578857,0.169509283,0.186066178,0.059526256,0.01495885,0.02394792,0.033499282,0.037320355,0.051614264,-0.005997598,0.051315072,0.072768687,0.074082182,0.073798577,0.070741976,0.282063585,1,0.099715244,0.101981583,0.133680183,0.133629251,0.147791123,0.147411543,0.162704939,0.169732225,0.184323814,0.185505219,0.068806565,0.195216656,-0.149603798,-0.159662232,-0.164489462,-0.184118438,-0.163529934,-0.196909438,-0.1689811,-0.207735674,-0.212733444,-0.264565006,-0.014287634,-0.054608061,-0.05992676,-0.054426594,-0.046136498,-0.030127945,-0.038308154,-0.072096508
maxRecencyCum7,-0.029712663,0.006651911,0.025310325,0.089708358,0.03782236,0.06100093,0.125071427,0.622060848,0.501744004,0.437097726,0.398464806,0.252629054,0.007835185,0.124904838,0.119737672,0.137826289,0.562719939,0.150713603,0.072229611,0.480720769,0.128378972,0.056819804,0.434555023,0.161351087,0.051495507,0.394533529,0.159419416,0.014211786,0.260730029,0.172883883,0.095246523,0.566527708,0.449510209,0.370122897,0.34606447,0.148645088,0.059841777,0.026512579,0.034190898,0.052463701,0.059878007,0.065079875,0.124904838,0.172622536,0.220534406,0.245544459,0.248194461,0.234245033,0.214187499,0.287799755,0.843119536,0.69743534,0.596957872,0.54046592,0.452982458,0.066885489,0.176998834,0.159669647,0.130019699,0.116559166,0.09276841,0.03829899,0.681117009,0.603145495,0.547608799,0.530062761,0.43683723,0.312195891,0.099715244,1,0.988934004,0.825380237,0.794154108,0.703692905,0.660548065,0.632157522,0.583209259,0.518987393,0.386030635,0.056734319,-0.077099136,NA,NA,NA,NA,NA,-0.476652948,-0.375951646,-0.469523698,-0.255554324,-0.391055158,0.08910616,-0.265888955,-0.181747824,-0.114172422,-0.06969815,-0.002725711,0.072349055,-0.092742321
minRecencyCum7,-0.029069637,0.006800828,0.025679913,0.089119036,0.037652757,0.060519998,0.117779706,0.595476192,0.481581514,0.420621121,0.384134063,0.242931813,0.007092721,0.118670519,0.118480002,0.12293693,0.541767663,0.143845621,0.0662003,0.463462307,0.123796238,0.05280445,0.419771106,0.156551421,0.047905614,0.381516849,0.155601347,0.013179346,0.251440675,0.170554703,0.090751386,0.544932415,0.433467307,0.357578369,0.334534163,0.143686881,0.054071984,0.011876634,0.01922462,0.041355628,0.048758754,0.057363753,0.118670519,0.168798865,0.210995091,0.236259096,0.240744951,0.227400715,0.209022514,0.287071407,0.843889008,0.689513885,0.592353124,0.535056085,0.449685315,0.059646544,0.157608481,0.1424575,0.11721965,0.105941397,0.083869999,0.034210647,0.647052749,0.572727214,0.520404249,0.503837555,0.413176765,0.307704497,0.101981583,0.988934004,1,0.81629149,0.792385273,0.69552352,0.659748992,0.624304841,0.580555663,0.512278721,0.381578441,0.055290325,-0.076687943,NA,NA,NA,NA,NA,-0.471648079,-0.376568089,-0.465800905,-0.255939423,-0.388422583,0.08855955,-0.260606577,-0.178810407,-0.113017266,-0.069171368,-0.002107673,0.071914547,-0.083273477
maxRecencyCum30,-0.036090012,0.011362048,0.033047892,0.116074501,0.052161115,0.075652765,0.154173767,0.594613682,0.61231772,0.537475916,0.492765534,0.317329669,0.024728633,0.152344812,0.154108331,0.132914728,0.542670186,0.170405675,0.133520897,0.578418549,0.189382008,0.10501767,0.527733551,0.22063028,0.095828711,0.484166314,0.213199623,0.033023311,0.325102648,0.221672506,0.120363927,0.539842421,0.548805912,0.455317416,0.428466853,0.189045145,0.076813569,0.031623359,0.044925669,0.060159283,0.070634313,0.087639781,0.152344812,0.22848564,0.232329593,0.313922824,0.317173206,0.302470477,0.281862536,0.379158832,0.688616753,0.868302121,0.783436991,0.71042985,0.594869367,0.112327288,0.157503901,0.214010982,0.198998863,0.182264295,0.149606997,0.064212444,0.572233904,0.64757719,0.629994209,0.620773996,0.519415894,0.430416671,0.133680183,0.825380237,0.81629149,1,0.975377485,0.904840168,0.863180939,0.821721224,0.771545325,0.682212013,0.518480549,0.082556813,-0.074515142,NA,NA,NA,NA,NA,NA,NA,NA,-0.324494395,-0.472455363,0.11697144,-0.298917128,-0.272505727,-0.184320071,-0.12483498,-0.012937028,0.09327652,-0.148562797
minRecencyCum30,-0.036107708,0.012577102,0.030927328,0.109107178,0.048467582,0.071683841,0.135215158,0.584070447,0.562042494,0.49465114,0.453966376,0.291024629,0.019499408,0.136040448,0.145937167,0.111546101,0.537450112,0.166443789,0.106580292,0.535672076,0.178629786,0.085407171,0.489249932,0.210907345,0.077400174,0.449091284,0.206229661,0.026547046,0.300594682,0.214534932,0.10509559,0.526495739,0.49848591,0.414793287,0.390685721,0.17178115,0.074717891,0.030096918,0.041562332,0.058221514,0.068484967,0.085013724,0.136040448,0.213185208,0.226879404,0.294107266,0.298285241,0.285431304,0.266033183,0.379541325,0.688099781,0.87933809,0.775410119,0.701122084,0.589539166,0.091144177,0.137239882,0.179059549,0.161328211,0.149118534,0.123764086,0.054267922,0.504117376,0.574842014,0.558249546,0.549839744,0.459797481,0.422293594,0.133629251,0.794154108,0.792385273,0.975377485,1,0.880550457,0.863645796,0.79770063,0.768594861,0.663000663,0.512274411,0.080877305,-0.072498678,NA,NA,NA,NA,NA,NA,NA,NA,-0.323238877,-0.464008335,0.111168557,-0.287418507,-0.264929627,-0.183327577,-0.125518661,-0.015940149,0.088735425,-0.12192937
maxRecencyCum90,-0.033006066,0.012575552,0.038995359,0.127911521,0.058689299,0.082138304,0.162858564,0.500708158,0.625448218,0.583627213,0.536263136,0.34959941,0.050952785,0.154160049,0.184105463,0.118549737,0.453117404,0.154101918,0.177941139,0.575138001,0.211021194,0.176695661,0.553737626,0.259607277,0.160450006,0.512166589,0.250463074,0.061273075,0.34774916,0.263796503,0.133131247,0.453548418,0.565215948,0.507228871,0.476942467,0.213908556,0.078187458,0.02895715,0.0446763,0.059526879,0.071084745,0.089735183,0.154160049,0.256090332,0.20987265,0.327109979,0.345131979,0.333007866,0.314399607,0.437214152,0.580085942,0.768898589,0.877342886,0.811244102,0.680231465,0.165230972,0.13889014,0.224280354,0.263033404,0.254791206,0.214054442,0.063437335,0.499536692,0.608371517,0.625145841,0.624100047,0.523096436,0.518411496,0.147791123,0.703692905,0.69552352,0.904840168,0.880550457,1,0.965274988,0.931123717,0.886107144,0.779599425,0.589068902,0.102651756,-0.048405414,NA,NA,NA,NA,NA,NA,NA,NA,-0.362927396,-0.515776293,0.128983517,-0.299509663,-0.294568956,-0.226204495,-0.157105763,-0.02368357,0.107687457,-0.209900721
minRecencyCum90,-0.033815572,0.008719418,0.034944824,0.12110911,0.054894952,0.078454744,0.131356594,0.488501057,0.594538034,0.513712879,0.472542628,0.306412244,0.040416591,0.126702178,0.170181602,0.095311754,0.445883156,0.143399452,0.152550994,0.552203568,0.197270772,0.14722225,0.49029719,0.232654405,0.13299097,0.454261609,0.227883471,0.049535953,0.30734177,0.245700915,0.105847651,0.435981465,0.528925491,0.438910705,0.413121787,0.183670313,0.068647238,0.010587562,0.025164453,0.043448262,0.054068206,0.077767609,0.126702178,0.232440534,0.200785372,0.309959594,0.311859976,0.301809017,0.288260547,0.435637819,0.577464552,0.774892598,0.900116955,0.80804791,0.673101813,0.136291399,0.11907042,0.191913878,0.225406941,0.21433526,0.178283408,0.045271401,0.409301224,0.500630952,0.515394614,0.514753644,0.438253228,0.503880646,0.147411543,0.660548065,0.659748992,0.863180939,0.863645796,0.965274988,1,0.896413915,0.892640631,0.750961033,0.585528913,0.103059999,-0.039946582,NA,NA,NA,NA,NA,NA,NA,NA,-0.360735034,-0.503488272,0.120929642,-0.290603788,-0.290398873,-0.23058899,-0.164968079,-0.029621319,0.101388824,-0.174763735
maxRecencyCum180,-0.024366343,0.010556062,0.041498996,0.135452586,0.063893086,0.085207552,0.15985197,0.447664034,0.57934628,0.609910397,0.556177451,0.363221182,0.067696401,0.14550745,0.188957749,0.10937744,0.40569207,0.145870307,0.179504437,0.526851143,0.202512068,0.212425701,0.568168387,0.276809548,0.207875973,0.517559338,0.2579598,0.079261955,0.353640414,0.273516526,0.136552833,0.406705792,0.527234112,0.5427627,0.505841915,0.227143564,0.074135902,0.026864065,0.042835699,0.059507823,0.070157357,0.085308054,0.14550745,0.258132971,0.194361392,0.313565226,0.35600485,0.334962403,0.319350254,0.484861811,0.515959647,0.688913372,0.805174744,0.88929031,0.743307572,0.196352863,0.127773234,0.21558495,0.275293746,0.291727084,0.25413512,0.055859948,0.458227582,0.568866102,0.592429082,0.593253385,0.497476243,0.580082486,0.162704939,0.632157522,0.624304841,0.821721224,0.79770063,0.931123717,0.896413915,1,0.963913876,0.841225852,0.639567229,0.109106181,-0.035451248,NA,NA,NA,NA,NA,NA,NA,NA,-0.402418822,-0.547659258,0.130885036,-0.293388996,-0.289953338,-0.236057876,-0.189937693,-0.041058983,0.110841204,-0.245456233
minRecencyCum180,-0.025371462,0.008219404,0.036394442,0.128031714,0.060297678,0.080635976,0.122666718,0.434636755,0.543625431,0.558462022,0.485422253,0.314977267,0.05768845,0.112283472,0.168428465,0.090492134,0.398274413,0.138229402,0.154737878,0.501696827,0.189509795,0.185545604,0.525282937,0.256847752,0.179535702,0.453686735,0.229400025,0.06864468,0.308387155,0.248879169,0.104470442,0.388455485,0.48567706,0.488343795,0.432913032,0.193203014,0.067415735,0.01919821,0.034011967,0.051253181,0.05914628,0.077344064,0.112283472,0.227677281,0.184481115,0.292913506,0.327555271,0.297249389,0.286103541,0.494252251,0.513068694,0.691228446,0.813958765,0.915514565,0.745904622,0.16482291,0.110595706,0.184939039,0.236965843,0.250239725,0.21469846,0.040119351,0.363018804,0.453097712,0.470974331,0.471427026,0.401831778,0.573958448,0.169732225,0.583209259,0.580555663,0.771545325,0.768594861,0.886107144,0.892640631,0.963913876,1,0.812052123,0.644732596,0.108097625,-0.021994599,NA,NA,NA,NA,NA,NA,NA,NA,-0.402670576,-0.535012157,0.118021501,-0.278769614,-0.282047999,-0.238287169,-0.199689448,-0.053212746,0.099109974,-0.207141067
maxRecencyCum360,-0.02448631,0.011686849,0.035191798,0.127915531,0.057934922,0.08290989,0.11438975,0.369669397,0.493941208,0.539126516,0.53623177,0.304994013,0.106170943,0.085656786,0.172998117,0.092143869,0.333124028,0.123745493,0.167067751,0.44302523,0.183583876,0.208697967,0.494255974,0.251969302,0.218935105,0.494050525,0.254603804,0.119368043,0.270817134,0.251644117,0.130113024,0.33557371,0.451181355,0.485287175,0.492689382,0.222796448,0.06198399,0.026253056,0.040267742,0.057657194,0.07034746,0.078723659,0.085656786,0.236000608,0.166633512,0.27661187,0.323523951,0.324953444,0.294096484,0.563570042,0.431408703,0.580588201,0.683958251,0.755139101,0.896400407,0.265002192,0.111108621,0.193597211,0.256666284,0.282786898,0.31741725,0.047002048,0.373891351,0.470544571,0.491758627,0.49283477,0.509570068,0.693856371,0.184323814,0.518987393,0.512278721,0.682212013,0.663000663,0.779599425,0.750961033,0.841225852,0.812052123,1,0.775519366,0.133461136,0.067640054,NA,NA,NA,NA,NA,NA,NA,NA,-0.436993207,-0.566371398,0.128939257,-0.259709231,-0.264224147,-0.223555871,-0.170625721,-0.054804878,0.110315239,-0.303952755
minRecencyCum360,-0.066254579,0.012027426,0.022360166,0.08776649,0.046693882,0.049826288,0.056454107,0.280582688,0.357159304,0.387525606,0.385681551,0.175732892,0.028439583,0.052028877,0.107800791,0.064503284,0.256974308,0.090590281,0.109533502,0.324624421,0.129113593,0.13196642,0.36083565,0.171567666,0.138633748,0.361060094,0.171122226,0.034264068,0.170612907,0.153199912,0.045580095,0.250810896,0.320609857,0.339340263,0.343998577,0.102217084,0.040362417,0.025725653,0.034938629,0.050742365,0.059688846,0.050370133,0.052028877,0.138498035,0.1093506,0.179300113,0.207283474,0.209673087,0.167754987,0.434980959,0.332079539,0.459206748,0.535337828,0.595590045,0.737477124,0.123108094,0.073901311,0.113942491,0.150053819,0.164196623,0.177017734,-0.009338115,0.268362745,0.340661267,0.353670563,0.353912271,0.435585033,0.496871719,0.185505219,0.386030635,0.381578441,0.518480549,0.512274411,0.589068902,0.585528913,0.639567229,0.644732596,0.775519366,1,0.095383645,0.0362334,NA,-0.356451305,NA,-0.435426615,NA,-0.504713308,NA,-0.547266413,-0.350705956,-0.450880069,0.074538754,-0.19861781,-0.211843119,-0.185485025,-0.150924338,-0.074482698,0.06791371,-0.170711107
FavSourceBin,0.219315966,-0.000736486,0.025187763,0.082053366,0.042091846,0.057345318,0.13982476,0.05894197,0.094292159,0.109709093,0.115987797,0.203925737,0.248314847,0.048624834,0.053674813,NA,NA,NA,NA,0.08252789,NA,NA,0.094030806,NA,NA,0.100195365,0.049729322,0.229353181,0.084130971,0.06424383,0.241019621,0.048102418,0.07808574,0.094042018,0.101791728,0.250599156,NA,NA,NA,NA,NA,NA,0.048624834,0.086560162,NA,0.055973386,0.07094667,0.078453462,0.088271468,-0.375204978,0.044271585,0.06332464,0.069169387,0.063740651,0.036685064,0.259230914,0.036229746,0.056530782,0.081392934,0.095630937,0.152907171,-0.039422572,0.038590213,0.049435819,0.05552728,0.05647898,0.052006241,0.089563951,0.068806565,0.056734319,0.055290325,0.082556813,0.080877305,0.102651756,0.103059999,0.109106181,0.108097625,0.133461136,0.095383645,1,0.824230417,-0.092823039,-0.116227215,-0.002606013,-0.141185967,0.078774491,-0.135077734,0.173748874,-0.122337933,0.407386681,0.025843927,0.200464499,-0.021517828,-0.011390535,0.014082356,0.048389293,0.098705988,0.104708929,-0.142826948
FavChannelBin,0.906039145,0.0188327,0.02807952,0.010910557,-0.023451695,0.035184439,-0.131694137,-0.122139923,-0.061516589,-0.053841497,-0.060888372,0.164986472,NA,-0.726036131,-0.18071375,NA,NA,NA,NA,-0.288824481,NA,NA,-0.321106267,NA,NA,-0.340699401,-0.066437237,NA,-0.465317968,-0.081789932,0.306700512,-0.028582694,0.002681709,0.021433062,0.028069249,0.350547072,NA,NA,NA,NA,NA,NA,-0.726036131,-0.170894215,NA,-0.031450205,-0.042338977,-0.045369838,-0.055374011,-0.764699294,-0.239910903,-0.292306666,-0.329121439,-0.354193303,-0.376704821,NA,0.035380706,0.069384589,0.104571788,0.122963753,0.213992595,-0.087983483,-0.027826178,-0.028432759,-0.02537857,-0.024471483,-0.015383994,0.136960367,0.195216656,-0.077099136,-0.076687943,-0.074515142,-0.072498678,-0.048405414,-0.039946582,-0.035451248,-0.021994599,0.067640054,0.0362334,0.824230417,1,0.376000211,0.844152584,0.350850278,0.825868236,0.351924564,0.961053417,0.351896646,0.894604848,0.458715202,0.924425422,0.242459122,0.22227825,0.208773169,0.179337364,0.156224304,0.176221775,0.073298057,-0.19822866
FavChannel7Bin,0.053976953,-0.022813112,-0.039012291,-0.127426739,-0.064597482,-0.097179074,-0.18072804,NA,NA,NA,NA,NA,0.00098031,-0.180969222,-0.151608759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007875423,NA,NA,-0.149752475,NA,NA,NA,NA,-0.200111742,NA,NA,NA,NA,NA,NA,-0.180969222,-0.211727129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.043797257,-0.050844176,-0.064888287,-0.069853331,-0.068957913,-0.061113119,-0.032639453,NA,NA,-0.238233524,-0.235738801,-0.196938746,NA,-0.149603798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.092823039,0.376000211,1,0.92468458,0.789049133,0.818934304,0.709892477,0.802903819,0.636332951,0.790927319,0.476022221,0.711608807,-0.191545936,0.467503366,0.315176405,0.192916593,0.124454697,-0.002804401,-0.167899652,0.061983989
FavSource7Bin,0.050513794,-0.022554886,-0.04033499,-0.137608339,-0.067598725,-0.109266211,NA,NA,NA,NA,NA,NA,-0.004620047,NA,-0.162690446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014006057,NA,NA,-0.163671517,NA,NA,NA,NA,-0.212938407,NA,NA,NA,NA,NA,NA,NA,-0.231617956,NA,NA,NA,NA,NA,-0.328781032,NA,NA,NA,NA,NA,-0.051210047,-0.050576302,-0.069974303,-0.074567243,-0.073233426,-0.06626973,-0.028797393,-0.241378599,-0.253936276,-0.249894452,-0.246971283,-0.207550119,-0.311972417,-0.159662232,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.356451305,-0.116227215,0.844152584,0.92468458,1,0.725580202,0.9999,0.682165884,0.9999,0.629533856,NA,0.473187923,NA,-0.21633669,0.486363713,0.319435236,0.193401795,0.122456541,-0.016801939,-0.18198327,0.068242549
FavChannel30Bin,0.072725016,-0.023848283,-0.042339376,-0.136236299,-0.076621938,-0.088762816,-0.185695561,NA,NA,NA,NA,NA,-0.007437689,-0.18460823,-0.178923833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014836517,NA,NA,-0.151436766,NA,NA,NA,NA,-0.216334162,NA,NA,NA,NA,NA,NA,-0.18460823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.057352681,-0.037893259,-0.070132472,-0.084183152,-0.083858188,-0.07510779,-0.046065844,-0.221900874,NA,-0.286274601,-0.286507619,-0.243726917,NA,-0.164489462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002606013,0.350850278,0.789049133,0.725580202,1,0.782533635,0.794409265,0.762395276,0.719421296,0.75018212,0.551475737,0.677448685,-0.191217016,0.395501238,0.355575392,0.236738616,0.152755359,0.00908512,-0.167464188,0.074567363
FavSource30Bin,0.064687299,-0.023303223,-0.046517362,-0.164873955,-0.090920223,-0.112876783,NA,NA,NA,NA,NA,NA,-0.011400537,NA,-0.208932398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.020847875,NA,NA,-0.185756834,NA,NA,NA,NA,-0.253113774,NA,NA,NA,NA,NA,NA,NA,-0.296703935,NA,NA,NA,NA,NA,-0.402246477,NA,NA,NA,NA,NA,-0.070106475,-0.045410103,-0.082279198,-0.09413448,-0.093614974,-0.086721719,-0.043238021,-0.247838164,-0.302231341,-0.312935364,-0.312957228,-0.267910217,-0.383467103,-0.184118438,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.435426615,-0.141185967,0.825868236,0.818934304,0.9999,0.782533635,1,0.704362698,0.9999,0.662486975,0.9999,0.495687002,0.993883263,-0.235657515,0.453905808,0.37981364,0.249733853,0.154552058,-0.01435105,-0.199396982,0.087964847
FavChannel90Bin,0.063170991,-0.008679875,-0.047094174,-0.154182679,-0.08576212,-0.096468258,-0.178743425,NA,NA,NA,NA,NA,-0.011493187,-0.176398233,-0.21276319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019749769,NA,NA,-0.153565846,NA,NA,NA,NA,-0.231375822,NA,NA,NA,NA,NA,NA,-0.176398233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.059564489,-0.038393752,-0.07090776,-0.085552272,-0.088830758,-0.079373239,-0.044217623,-0.21419167,-0.269760692,-0.2805937,-0.281018037,-0.240012354,NA,-0.163529934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078774491,0.351924564,0.709892477,0.682165884,0.794409265,0.704362698,1,0.761537418,0.835407409,0.747840574,0.622930833,0.675562697,-0.181424319,0.371511372,0.33222385,0.275296482,0.197378558,0.037401487,-0.167699117,0.078175411
FavSource90Bin,0.050419512,-0.020162546,-0.055983935,-0.18610436,-0.106332675,-0.116074959,NA,NA,NA,NA,NA,NA,-0.022392024,NA,-0.258793562,NA,NA,NA,NA,-0.697642185,NA,NA,NA,NA,NA,NA,NA,-0.032469373,NA,NA,-0.200683213,NA,NA,NA,NA,-0.284246715,NA,NA,NA,NA,NA,NA,NA,-0.358044296,NA,NA,NA,NA,NA,-0.480659327,-0.536297532,NA,NA,NA,NA,-0.085222443,-0.049866324,-0.086782229,-0.105466212,-0.109963917,-0.103266989,-0.043569629,-0.255165884,-0.314377246,-0.326683323,-0.327121767,-0.28028027,-0.457949977,-0.196909438,-0.476652948,-0.471648079,NA,NA,NA,NA,NA,NA,NA,-0.504713308,-0.135077734,0.961053417,0.802903819,0.9999,0.762395276,0.9999,0.761537418,1,0.711797275,0.9999,0.535530174,0.994799084,-0.235544344,0.428676469,0.367109775,0.2913228,0.192726045,0.009840636,-0.206086274,0.104304501
FavChannel180Bin,0.064449026,-0.015436983,-0.047296513,-0.149581699,-0.086239974,-0.087711891,-0.17204589,NA,NA,NA,NA,NA,-0.008219125,-0.165363182,-0.224430114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017881343,NA,NA,-0.151065872,NA,NA,NA,NA,-0.237375471,NA,NA,NA,NA,NA,NA,-0.165363182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06362401,-0.036846261,-0.067288877,-0.08477429,-0.09255767,-0.085745147,-0.026890206,-0.207113779,-0.255699562,-0.263409857,-0.26326422,-0.223556334,NA,-0.1689811,-0.375951646,-0.376568089,NA,NA,NA,NA,NA,NA,NA,NA,0.173748874,0.351896646,0.636332951,0.629533856,0.719421296,0.662486975,0.835407409,0.711797275,1,0.747228394,0.709357687,0.673331741,-0.177215737,0.352533029,0.307557229,0.262996004,0.210739746,0.042874082,-0.162497918,0.084913243
